order_id,customer_id,purchase_datetime,status,estimated_delivery_datetime,delivered_datetime
O006045,C00006,2024-07-10 07:40:35,delivered,2024-07-19 07:40:35,2024-07-18 07:40:35
O006046,C00336,2026-04-29 17:56:20,delivered,2026-05-09 17:56:20,2026-05-04 17:56:20
O006047,C01268,2026-01-14 01:27:15,delivered,2026-01-24 01:27:15,2026-01-17 01:27:15
O006048,C01844,2025-04-08 09:36:06,delivered,2025-04-14 09:36:06,2025-04-19 09:36:06
O006049,C02318,2024-10-08 17:37:33,delivered,2024-10-13 17:37:33,2024-10-11 17:37:33
O006050,C00932,2024-06-29 10:06:35,delivered,2024-07-06 10:06:35,2024-06-30 10:06:35
O006051,C01612,2026-02-04 06:59:17,delivered,2026-02-07 06:59:17,2026-02-10 06:59:17
O006052,C01174,2026-02-17 19:59:41,delivered,2026-02-26 19:59:41,2026-02-27 19:59:41
O006053,C01000,2025-10-28 01:23:32,delivered,2025-11-01 01:23:32,2025-11-05 01:23:32
O006054,C01173,2024-04-25 15:13:02,shipped,2024-05-03 15:13:02,
O006055,C01581,2025-07-03 03:48:49,delivered,2025-07-06 03:48:49,2025-07-05 03:48:49
O006056,C00608,2024-06-12 21:44:29,delivered,2024-06-16 21:44:29,2024-06-17 21:44:29
O006057,C02467,2026-06-23 21:25:40,delivered,2026-06-25 21:25:40,2026-06-24 21:25:40
O006058,C01815,2024-05-10 09:30:45,delivered,2024-05-17 09:30:45,2024-05-12 09:30:45
O006059,C01166,2024-04-27 13:18:00,shipped,2024-05-04 13:18:00,
O006060,C01971,2025-06-10 22:43:29,cancelled,2025-06-14 22:43:29,
O006061,C00662,2024-12-24 01:30:17,delivered,2025-01-02 01:30:17,2024-12-29 01:30:17
O006062,C00063,2024-07-04 17:52:55,delivered,2024-07-06 17:52:55,2024-07-05 17:52:55
O006063,C02470,2025-06-01 01:19:54,delivered,2025-06-13 01:19:54,2025-06-11 01:19:54
O006064,C00515,2024-04-29 06:09:08,delivered,2024-05-02 06:09:08,2024-05-08 06:09:08
O006065,C01670,2025-12-07 22:46:32,delivered,2025-12-15 22:46:32,2025-12-12 22:46:32
O006066,C01192,2024-04-22 10:58:06,cancelled,2024-04-24 10:58:06,
O006067,C01543,2025-06-05 02:03:13,delivered,2025-06-10 02:03:13,2025-06-13 02:03:13
O006068,C01810,2026-01-25 06:25:57,cancelled,2026-02-04 06:25:57,
O006069,C01593,2026-03-21 11:00:53,delivered,2026-03-24 11:00:53,2026-03-27 11:00:53
O006070,C00830,2025-07-30 11:19:49,delivered,2025-08-04 11:19:49,2025-08-04 11:19:49
O006071,C02173,2024-06-02 12:58:44,delivered,2024-06-06 12:58:44,2024-06-06 12:58:44
O006072,C01744,2025-07-23 16:17:31,delivered,2025-07-30 16:17:31,2025-07-25 16:17:31
O006073,C00510,2024-09-17 11:50:05,delivered,2024-09-25 11:50:05,2024-09-26 11:50:05
O006074,C00023,2024-06-04 11:00:18,delivered,2024-06-12 11:00:18,2024-06-08 11:00:18
O006075,C00798,2026-01-07 03:26:46,delivered,2026-01-18 03:26:46,2026-01-15 03:26:46
O006076,C01437,2025-05-05 02:40:51,delivered,2025-05-11 02:40:51,2025-05-10 02:40:51
O006077,C00579,2025-10-11 21:01:16,delivered,2025-10-17 21:01:16,2025-10-17 21:01:16
O006078,C01816,2024-03-21 06:40:47,delivered,2024-04-01 06:40:47,2024-03-23 06:40:47
O006079,C00496,2025-04-04 16:44:03,delivered,2025-04-11 16:44:03,2025-04-07 16:44:03
O006080,C00985,2026-05-05 23:58:02,delivered,2026-05-16 23:58:02,2026-05-14 23:58:02
O006081,C00159,2024-11-22 01:17:55,delivered,2024-11-25 01:17:55,2024-11-27 01:17:55
O006082,C01578,2025-12-25 15:46:12,delivered,2026-01-01 15:46:12,2026-01-03 15:46:12
O006083,C01113,2025-01-22 20:07:43,delivered,2025-01-25 20:07:43,2025-01-28 20:07:43
O006084,C00299,2025-04-17 17:01:50,delivered,2025-04-19 17:01:50,2025-04-24 17:01:50
O006085,C00631,2025-02-25 13:56:31,delivered,2025-03-09 13:56:31,2025-03-03 13:56:31
O006086,C00954,2025-03-28 02:27:17,delivered,2025-04-08 02:27:17,2025-03-31 02:27:17
O006087,C01686,2025-05-30 03:16:13,delivered,2025-06-10 03:16:13,2025-06-11 03:16:13
O006088,C02244,2025-01-14 09:34:07,delivered,2025-01-24 09:34:07,2025-01-18 09:34:07
O006089,C01275,2024-04-07 05:36:51,cancelled,2024-04-18 05:36:51,
O006090,C00128,2024-08-25 23:58:08,delivered,2024-08-27 23:58:08,2024-08-31 23:58:08
O006091,C00953,2024-04-03 08:19:02,delivered,2024-04-12 08:19:02,2024-04-04 08:19:02
O006092,C00146,2024-03-30 20:58:05,delivered,2024-04-01 20:58:05,2024-04-05 20:58:05
O006093,C01005,2024-03-02 05:08:14,returned,2024-03-05 05:08:14,2024-03-13 05:08:14
O006094,C00930,2024-03-29 21:14:33,delivered,2024-04-08 21:14:33,2024-04-04 21:14:33
O006095,C01486,2026-06-21 02:23:16,delivered,2026-06-28 02:23:16,2026-06-30 02:23:16
O006096,C00533,2025-10-23 14:38:54,delivered,2025-10-25 14:38:54,2025-10-30 14:38:54
O006097,C01997,2024-06-13 12:54:42,delivered,2024-06-20 12:54:42,2024-06-21 12:54:42
O006098,C01567,2024-05-20 15:41:22,delivered,2024-05-26 15:41:22,2024-05-31 15:41:22
O006099,C00138,2024-01-02 18:19:52,delivered,2024-01-11 18:19:52,2024-01-09 18:19:52
O006100,C01751,2024-09-24 19:46:23,delivered,2024-10-02 19:46:23,2024-09-26 19:46:23
O006101,C01668,2025-09-10 05:41:30,delivered,2025-09-19 05:41:30,2025-09-17 05:41:30
O006102,C00370,2024-04-09 13:57:12,cancelled,2024-04-21 13:57:12,
O006103,C00160,2024-10-11 05:06:41,delivered,2024-10-22 05:06:41,2024-10-16 05:06:41
O006104,C01628,2024-03-12 12:38:47,delivered,2024-03-18 12:38:47,2024-03-19 12:38:47
O006105,C00070,2025-01-03 09:13:54,delivered,2025-01-07 09:13:54,2025-01-10 09:13:54
O006106,C01804,2024-01-04 22:59:42,delivered,2024-01-11 22:59:42,2024-01-08 22:59:42
O006107,C01939,2026-05-26 19:28:36,delivered,2026-05-28 19:28:36,2026-05-31 19:28:36
O006108,C02306,2024-01-23 10:54:22,delivered,2024-01-29 10:54:22,2024-01-26 10:54:22
O006109,C00053,2024-06-14 19:55:50,delivered,2024-06-25 19:55:50,2024-06-19 19:55:50
O006110,C02245,2025-01-23 02:45:56,delivered,2025-02-04 02:45:56,2025-01-29 02:45:56
O006111,C00019,2024-08-28 22:44:00,shipped,,
O006112,C01643,2026-02-02 08:14:19,processing,2026-02-04 08:14:19,
O006113,C01905,2025-09-23 01:33:05,delivered,2025-10-04 01:33:05,2025-10-03 01:33:05
O006114,C00409,2024-10-27 20:49:08,delivered,2024-10-31 20:49:08,2024-10-28 20:49:08
O006115,C01756,2026-06-29 22:02:21,delivered,2026-07-01 22:02:21,2026-06-30 22:02:21
O006116,C02262,2026-03-14 04:30:37,delivered,2026-03-21 04:30:37,2026-03-15 04:30:37
O006117,C00818,2024-04-03 20:18:16,processing,2024-04-08 20:18:16,
O006118,C01492,2024-12-07 11:09:37,delivered,2024-12-12 11:09:37,2024-12-12 11:09:37
O006119,C02089,2025-02-11 07:59:57,delivered,2025-02-17 07:59:57,2025-02-16 07:59:57
O006120,C02449,2024-09-14 05:01:37,delivered,2024-09-24 05:01:37,2024-09-21 05:01:37
O006121,C01768,2024-05-30 03:38:27,delivered,2024-06-06 03:38:27,2024-06-09 03:38:27
O006122,C00241,2026-05-14 02:58:43,delivered,2026-05-23 02:58:43,2026-05-20 02:58:43
O006123,C01110,2025-11-14 06:40:52,delivered,2025-11-21 06:40:52,2025-11-17 06:40:52
O006124,C01922,2024-01-13 04:39:32,delivered,2024-01-25 04:39:32,2024-01-19 04:39:32
O006125,C02498,2026-05-06 22:48:57,cancelled,2026-05-10 22:48:57,
O006126,C02331,2025-06-23 15:30:51,delivered,2025-06-26 15:30:51,2025-06-24 15:30:51
O006127,C01496,2026-02-19 00:56:39,cancelled,2026-02-27 00:56:39,
O006128,C01125,2024-10-01 07:08:47,processing,2024-10-03 07:08:47,
O006129,C00111,2025-06-05 03:22:09,delivered,2025-06-13 03:22:09,2025-06-12 03:22:09
O006130,C00369,2025-07-02 13:51:15,delivered,2025-07-04 13:51:15,2025-07-03 13:51:15
O006131,C00697,2025-11-09 09:59:20,delivered,2025-11-21 09:59:20,2025-11-11 09:59:20
O006132,C02119,2025-08-07 01:00:41,delivered,2025-08-13 01:00:41,2025-08-17 01:00:41
O006133,C01961,2026-05-28 04:51:00,delivered,2026-06-04 04:51:00,2026-06-04 04:51:00
O006134,C01661,2024-10-24 15:12:19,delivered,2024-11-05 15:12:19,2024-11-06 15:12:19
O006135,C00651,2025-06-14 10:33:24,returned,2025-06-21 10:33:24,2025-06-27 10:33:24
O006136,C00149,2024-06-17 13:32:23,delivered,2024-06-22 13:32:23,2024-06-18 13:32:23
O006137,C02133,2025-04-01 15:57:41,shipped,2025-04-11 15:57:41,
O006138,C01800,2025-11-08 15:17:52,delivered,2025-11-11 15:17:52,2025-11-11 15:17:52
O006139,C02326,2024-05-09 13:05:58,delivered,2024-05-20 13:05:58,2024-05-11 13:05:58
O006140,C00135,2026-01-07 05:55:13,cancelled,2026-01-18 05:55:13,
O006141,C00985,2024-07-01 14:50:59,delivered,2024-07-10 14:50:59,2024-07-07 14:50:59
O006142,C02484,2025-05-27 03:47:16,delivered,2025-05-29 03:47:16,2025-05-28 03:47:16
O006143,C01127,2024-11-06 05:27:32,delivered,2024-11-08 05:27:32,2024-11-12 05:27:32
O006144,C01204,2025-03-12 15:21:56,delivered,2025-03-22 15:21:56,2025-03-19 15:21:56
O006145,C01681,2025-11-24 12:45:27,delivered,2025-11-29 12:45:27,2025-12-03 12:45:27
O006146,C01818,2024-09-12 00:45:40,delivered,2024-09-24 00:45:40,2024-09-18 00:45:40
O006147,C02142,2025-03-08 22:24:07,returned,2025-03-20 22:24:07,2025-03-14 22:24:07
O006148,C02424,2024-08-08 08:52:56,delivered,2024-08-11 08:52:56,2024-08-09 08:52:56
O006149,C01247,2025-08-06 10:15:46,processing,2025-08-08 10:15:46,
O006150,C01700,2026-06-07 00:40:34,delivered,2026-06-19 00:40:34,2026-06-13 00:40:34
O006151,C01764,2025-11-25 01:36:38,processing,2025-12-07 01:36:38,
O006152,C00564,2025-05-16 10:38:38,cancelled,2025-05-23 10:38:38,
O006153,C01810,2025-10-20 04:03:43,delivered,2025-10-26 04:03:43,2025-10-25 04:03:43
O006154,C02118,2025-05-26 05:54:48,returned,2025-05-30 05:54:48,2025-06-02 05:54:48
O006155,C01817,2026-04-02 22:36:49,delivered,2026-04-11 22:36:49,2026-04-10 22:36:49
O006156,C01159,2024-10-10 23:46:19,delivered,2024-10-20 23:46:19,2024-10-17 23:46:19
O006157,C02469,2025-03-29 13:15:05,delivered,2025-04-07 13:15:05,2025-04-05 13:15:05
O006158,C00901,2024-08-07 22:25:17,delivered,2024-08-09 22:25:17,2024-08-09 22:25:17
O006159,C00567,2024-08-30 04:20:46,delivered,2024-09-10 04:20:46,2024-09-10 04:20:46
O006160,C00808,2024-08-19 01:13:25,shipped,2024-08-28 01:13:25,
O006161,C02101,2024-02-20 11:51:44,delivered,2024-02-27 11:51:44,2024-02-22 11:51:44
O006162,C01204,2025-03-11 16:32:14,delivered,2025-03-15 16:32:14,2025-03-16 16:32:14
O006163,C00458,2025-01-31 04:50:30,shipped,2025-02-11 04:50:30,
O006164,C01565,2025-06-09 14:10:05,delivered,2025-06-12 14:10:05,2025-06-18 14:10:05
O006165,C02487,2026-05-31 06:09:15,delivered,2026-06-08 06:09:15,2026-06-05 06:09:15
O006166,C02472,2024-08-11 01:40:11,delivered,2024-08-18 01:40:11,2024-08-23 01:40:11
O006167,C00322,2024-05-04 23:12:36,delivered,2024-05-08 23:12:36,2024-05-10 23:12:36
O006168,C00984,2025-08-15 06:08:46,delivered,2025-08-23 06:08:46,2025-08-21 06:08:46
O006169,C02421,2026-06-08 07:27:46,delivered,2026-06-19 07:27:46,2026-06-12 07:27:46
O006170,C02395,2026-04-21 04:54:12,delivered,2026-05-02 04:54:12,2026-04-26 04:54:12
O006171,C02188,2026-01-30 01:47:49,delivered,2026-02-03 01:47:49,2026-02-05 01:47:49
O006172,C00997,2024-06-07 21:20:53,delivered,2024-06-11 21:20:53,2024-06-17 21:20:53
O006173,C02071,2026-05-27 16:28:04,delivered,2026-05-30 16:28:04,2026-05-31 16:28:04
O006174,C02439,2026-03-19 17:30:59,delivered,2026-03-25 17:30:59,2026-03-21 17:30:59
O006175,C00253,2025-03-31 04:14:01,delivered,2025-04-03 04:14:01,2025-04-06 04:14:01
O006176,C00610,2025-05-21 17:24:45,delivered,2025-05-24 17:24:45,2025-05-27 17:24:45
O006177,C01718,2025-06-22 03:47:54,delivered,2025-06-24 03:47:54,2025-06-27 03:47:54
O006178,C01127,2025-04-30 22:18:46,cancelled,2025-05-04 22:18:46,
O006179,C01218,2024-06-08 19:08:48,delivered,2024-06-18 19:08:48,2024-06-15 19:08:48
O006180,C00727,2026-03-27 23:21:42,shipped,2026-04-04 23:21:42,
O006181,C01357,2025-02-26 09:33:36,delivered,2025-02-28 09:33:36,2025-03-07 09:33:36
O006182,C01508,2025-03-04 10:26:58,delivered,2025-03-13 10:26:58,2025-03-09 10:26:58
O006183,C00644,2025-02-01 02:23:22,delivered,2025-02-09 02:23:22,2025-02-05 02:23:22
O006184,C00878,2024-07-17 08:29:10,delivered,2024-07-23 08:29:10,2024-07-26 08:29:10
O006185,C00809,2026-04-09 07:28:18,delivered,2026-04-15 07:28:18,2026-04-13 07:28:18
O006186,C02274,2025-10-19 18:41:57,delivered,2025-10-28 18:41:57,2025-10-24 18:41:57
O006187,C01021,2025-08-13 09:16:21,delivered,2025-08-20 09:16:21,2025-08-20 09:16:21
O006188,C01745,2024-08-31 13:14:39,delivered,2024-09-12 13:14:39,2024-09-05 13:14:39
O006189,C00605,2024-03-25 20:34:46,delivered,2024-04-05 20:34:46,2024-03-31 20:34:46
O006190,C01472,2024-10-04 17:47:15,delivered,2024-10-08 17:47:15,2024-10-07 17:47:15
O006191,C01324,2025-02-15 08:16:38,processing,2025-02-23 08:16:38,
O006192,C00246,2026-01-15 14:22:56,processing,2026-01-23 14:22:56,
O006193,C01152,2024-06-14 08:23:48,delivered,2024-06-25 08:23:48,2024-06-24 08:23:48
O006194,C01443,2025-05-13 18:52:05,delivered,2025-05-22 18:52:05,2025-05-29 18:52:05
O006195,C00515,2026-05-25 04:55:38,delivered,2026-05-28 04:55:38,2026-05-28 04:55:38
O006196,C01631,2025-01-20 18:25:13,delivered,2025-01-25 18:25:13,2025-01-23 18:25:13
O006197,C00561,2024-12-28 14:53:54,returned,2025-01-07 14:53:54,2025-01-04 14:53:54
O006198,C02396,2024-03-13 17:55:08,delivered,2024-03-23 17:55:08,2024-03-25 17:55:08
O006199,C00604,2024-11-10 04:48:30,delivered,2024-11-19 04:48:30,2024-11-13 04:48:30
O006200,C00274,2026-01-29 17:13:27,delivered,2026-02-06 17:13:27,2026-02-03 17:13:27
O006201,C01791,2026-06-23 00:41:58,delivered,2026-06-28 00:41:58,2026-06-30 00:41:58
O006202,C01572,2024-07-11 13:03:07,delivered,2024-07-18 13:03:07,2024-07-14 13:03:07
O006203,C01087,2024-04-26 00:00:03,delivered,2024-05-08 00:00:03,2024-05-05 00:00:03
O006204,C00981,2026-04-16 14:14:14,delivered,2026-04-22 14:14:14,2026-04-28 14:14:14
O006205,C00921,2026-05-04 18:12:57,delivered,2026-05-13 18:12:57,2026-05-11 18:12:57
O006206,C01382,2025-07-26 22:18:55,cancelled,2025-08-03 22:18:55,
O006207,C00176,2024-08-05 09:52:44,delivered,2024-08-13 09:52:44,2024-08-13 09:52:44
O006208,C02117,2025-05-27 04:17:34,delivered,2025-06-06 04:17:34,2025-06-02 04:17:34
O006209,C00055,2025-01-13 03:29:43,delivered,2025-01-15 03:29:43,2025-01-19 03:29:43
O006210,C01728,2025-02-17 16:49:56,delivered,2025-02-27 16:49:56,2025-02-23 16:49:56
O006211,C01674,2026-03-26 08:55:33,cancelled,2026-04-04 08:55:33,
O006212,C01106,2026-05-02 00:15:22,delivered,2026-05-05 00:15:22,2026-05-05 00:15:22
O006213,C02299,2024-02-09 00:04:56,delivered,2024-02-12 00:04:56,2024-02-20 00:04:56
O006214,C00301,2024-04-28 20:10:39,cancelled,2024-05-10 20:10:39,
O006215,C02377,2026-06-13 19:31:00,delivered,2026-06-21 19:31:00,2026-06-24 19:31:00
O006216,C00464,2024-06-09 15:36:24,delivered,2024-06-16 15:36:24,2024-06-14 15:36:24
O006217,C00171,2025-03-14 01:19:42,delivered,2025-03-17 01:19:42,2025-03-20 01:19:42
O006218,C01894,2026-06-21 08:27:03,delivered,2026-06-26 08:27:03,2026-07-04 08:27:03
O006219,C01145,2025-09-05 08:54:38,delivered,2025-09-08 08:54:38,2025-09-06 08:54:38
O006220,C01131,2024-02-04 03:38:17,delivered,2024-02-10 03:38:17,2024-02-14 03:38:17
O006221,C00094,2026-06-23 17:18:37,delivered,2026-07-01 17:18:37,2026-06-27 17:18:37
O006222,C00014,2025-01-20 03:43:21,delivered,2025-01-22 03:43:21,2025-01-21 03:43:21
O006223,C01176,2025-07-07 00:33:25,processing,2025-07-12 00:33:25,
O006224,C01428,2026-05-18 09:33:47,delivered,2026-05-30 09:33:47,2026-05-24 09:33:47
O006225,C00363,2026-05-06 23:16:16,delivered,2026-05-14 23:16:16,2026-05-09 23:16:16
O006226,C02422,2026-01-31 15:58:30,delivered,2026-02-09 15:58:30,2026-02-02 15:58:30
O006227,C00902,2024-10-11 01:11:30,delivered,2024-10-23 01:11:30,2024-10-12 01:11:30
O006228,C02160,2025-07-01 22:25:08,delivered,2025-07-11 22:25:08,2025-07-07 22:25:08
O006229,C01822,2025-02-08 22:27:20,delivered,2025-02-17 22:27:20,2025-02-13 22:27:20
O006230,C01714,2025-02-19 03:59:54,delivered,2025-03-01 03:59:54,2025-02-24 03:59:54
O006231,C02244,2024-07-03 22:59:48,delivered,2024-07-05 22:59:48,2024-07-10 22:59:48
O006232,C00231,2024-02-19 10:52:56,delivered,2024-02-21 10:52:56,2024-02-28 10:52:56
O006233,C02069,2026-03-30 20:02:36,delivered,2026-04-03 20:02:36,2026-04-05 20:02:36
O006234,C02462,2025-01-10 21:32:45,delivered,2025-01-13 21:32:45,2025-01-11 21:32:45
O006235,C00442,2024-12-26 10:32:48,delivered,2025-01-01 10:32:48,2025-01-03 10:32:48
O006236,C01937,2024-04-01 03:31:49,delivered,2024-04-13 03:31:49,2024-04-07 03:31:49
O006237,C01799,2024-01-11 19:01:21,delivered,2024-01-22 19:01:21,2024-01-17 19:01:21
O006238,C00798,2024-03-26 12:21:54,delivered,2024-04-03 12:21:54,2024-04-05 12:21:54
O006239,C02041,2024-09-25 05:03:27,delivered,2024-09-29 05:03:27,2024-09-29 05:03:27
O006240,C00041,2025-06-11 08:27:08,delivered,2025-06-16 08:27:08,2025-06-15 08:27:08
O006241,C01383,2026-01-27 13:55:06,delivered,2026-01-30 13:55:06,2026-02-03 13:55:06
O006242,C01982,2026-01-14 12:03:44,delivered,2026-01-25 12:03:44,2026-01-17 12:03:44
O006243,C01738,2024-05-28 10:02:11,delivered,2024-06-08 10:02:11,2024-06-04 10:02:11
O006244,C01717,2024-02-19 13:51:13,delivered,2024-02-29 13:51:13,2024-02-28 13:51:13
O006245,C02206,2024-04-23 22:47:19,delivered,2024-04-30 22:47:19,2024-04-27 22:47:19
O006246,C01104,2025-08-25 07:10:20,delivered,2025-08-30 07:10:20,2025-08-31 07:10:20
O006247,C00689,2024-11-17 01:06:40,delivered,2024-11-24 01:06:40,2024-11-22 01:06:40
O006248,C00471,2025-08-01 03:54:53,delivered,2025-08-09 03:54:53,2025-08-07 03:54:53
O006249,C01082,2025-07-30 02:19:32,delivered,2025-08-03 02:19:32,2025-08-04 02:19:32
O006250,C00189,2025-08-02 08:30:40,delivered,2025-08-09 08:30:40,2025-08-11 08:30:40
O006251,C01676,2024-06-04 20:11:31,delivered,2024-06-16 20:11:31,2024-06-08 20:11:31
O006252,C02001,2024-06-28 22:30:15,delivered,2024-06-30 22:30:15,2024-07-04 22:30:15
O006253,C01748,2024-11-22 07:16:08,delivered,2024-12-02 07:16:08,2024-12-01 07:16:08
O006254,C01372,2024-04-09 07:09:20,delivered,2024-04-12 07:09:20,2024-04-17 07:09:20
O006255,C01145,2025-10-16 07:40:26,delivered,2025-10-21 07:40:26,2025-10-22 07:40:26
O006256,C01637,2025-04-13 17:37:52,delivered,2025-04-23 17:37:52,2025-04-19 17:37:52
O006257,C01440,2024-09-26 18:30:24,delivered,2024-10-03 18:30:24,2024-10-02 18:30:24
O006258,C02011,2025-11-15 22:46:53,shipped,2025-11-25 22:46:53,
O006259,C01830,2026-01-30 15:55:11,delivered,2026-02-04 15:55:11,2026-02-08 15:55:11
O006260,C01378,2026-05-13 12:40:59,delivered,2026-05-18 12:40:59,2026-05-21 12:40:59
O006261,C00031,2025-11-18 23:39:22,delivered,2025-11-29 23:39:22,2025-11-27 23:39:22
O006262,C01001,2024-05-03 14:57:12,delivered,2024-05-07 14:57:12,2024-05-09 14:57:12
O006263,C00846,2024-02-01 20:30:08,delivered,2024-02-09 20:30:08,2024-02-07 20:30:08
O006264,C01054,2026-05-18 13:49:02,delivered,2026-05-27 13:49:02,2026-05-21 13:49:02
O006265,C01375,2024-08-09 07:02:07,delivered,2024-08-18 07:02:07,2024-08-17 07:02:07
O006266,C00477,2026-06-04 12:46:54,cancelled,2026-06-11 12:46:54,
O006267,C01797,2026-02-13 04:33:53,delivered,2026-02-25 04:33:53,2026-02-22 04:33:53
O006268,C01242,2025-06-17 20:11:35,delivered,2025-06-24 20:11:35,2025-06-18 20:11:35
O006269,C02015,2025-09-27 10:10:03,delivered,2025-10-06 10:10:03,2025-10-04 10:10:03
O006270,C01823,2026-06-12 19:55:16,delivered,2026-06-19 19:55:16,2026-06-21 19:55:16
O006271,C01328,2024-10-20 09:16:01,delivered,2024-10-24 09:16:01,2024-10-26 09:16:01
O006272,C01558,2025-05-12 02:14:52,delivered,2025-05-14 02:14:52,2025-05-15 02:14:52
O006273,C00274,2025-05-31 16:52:44,processing,2025-06-12 16:52:44,
O006274,C01536,2026-02-25 21:08:07,delivered,2026-03-04 21:08:07,2026-03-08 21:08:07
O006275,C01116,2024-06-02 11:59:13,shipped,2024-06-07 11:59:13,
O006276,C01347,2024-01-01 12:52:18,delivered,2024-01-13 12:52:18,2024-01-12 12:52:18
O006277,C01582,2025-05-11 01:19:29,delivered,2025-05-18 01:19:29,2025-05-15 01:19:29
O006278,C01110,2025-11-20 15:47:20,delivered,2025-11-25 15:47:20,2025-11-24 15:47:20
O006279,C01578,2026-04-08 06:55:08,delivered,2026-04-19 06:55:08,2026-04-19 06:55:08
O006280,C00481,2025-10-11 10:08:50,delivered,2025-10-13 10:08:50,2025-10-17 10:08:50
O006281,C02387,2024-08-03 00:24:09,delivered,2024-08-15 00:24:09,2024-08-10 00:24:09
O006282,C00137,2024-10-27 19:54:32,delivered,2024-11-08 19:54:32,2024-10-28 19:54:32
O006283,C00719,2025-08-15 12:12:46,cancelled,2025-08-20 12:12:46,
O006284,C00532,2026-06-03 02:51:19,delivered,2026-06-10 02:51:19,2026-06-10 02:51:19
O006285,C01806,2024-12-09 21:21:52,processing,2024-12-16 21:21:52,
O006286,C00161,2026-03-12 12:54:53,delivered,2026-03-24 12:54:53,2026-03-22 12:54:53
O006287,C01868,2025-01-06 00:54:35,delivered,2025-01-16 00:54:35,2025-01-11 00:54:35
O006288,C01837,2025-04-29 21:51:34,delivered,2025-05-08 21:51:34,2025-05-06 21:51:34
O006289,C00037,2024-02-10 14:11:11,delivered,2024-02-22 14:11:11,2024-02-11 14:11:11
O006290,C00676,2024-08-17 21:01:40,delivered,2024-08-24 21:01:40,2024-08-28 21:01:40
O006291,C01107,2024-02-13 21:26:27,delivered,2024-02-21 21:26:27,2024-02-18 21:26:27
O006292,C00667,2025-01-31 04:43:09,delivered,2025-02-10 04:43:09,2025-02-02 04:43:09
O006293,C00016,2024-03-17 11:43:18,shipped,2024-03-21 11:43:18,
O006294,C00184,2024-01-21 09:02:04,processing,2024-01-26 09:02:04,
O006295,C01258,2025-08-22 10:23:13,returned,2025-08-24 10:23:13,2025-09-03 10:23:13
O006296,C01584,2025-12-09 07:04:25,delivered,2025-12-14 07:04:25,2025-12-15 07:04:25
O006297,C01253,2024-08-20 12:17:29,delivered,2024-08-30 12:17:29,2024-08-26 12:17:29
O006298,C01247,2025-08-05 22:24:21,delivered,2025-08-15 22:24:21,2025-08-14 22:24:21
O006299,C00725,2025-07-22 00:13:05,processing,2025-07-26 00:13:05,
O006300,C00815,2025-08-20 19:19:32,delivered,2025-08-31 19:19:32,2025-08-22 19:19:32
O006301,C01917,2024-07-03 14:42:35,returned,2024-07-11 14:42:35,2024-07-08 14:42:35
O006302,C00250,2025-09-27 11:37:39,delivered,2025-10-09 11:37:39,2025-10-07 11:37:39
O006303,C00800,2025-02-11 03:52:42,delivered,2025-02-16 03:52:42,2025-02-17 03:52:42
O006304,C00709,2024-09-13 11:03:39,delivered,2024-09-23 11:03:39,2024-09-21 11:03:39
O006305,C00145,2026-04-04 20:16:54,delivered,2026-04-14 20:16:54,2026-04-08 20:16:54
O006306,C00200,2026-04-01 00:28:47,delivered,2026-04-11 00:28:47,2026-04-06 00:28:47
O006307,C01472,2026-05-19 14:59:40,delivered,2026-05-27 14:59:40,2026-05-25 14:59:40
O006308,C01922,2026-06-01 20:06:18,delivered,2026-06-09 20:06:18,2026-06-04 20:06:18
O006309,C01691,2024-06-27 19:06:24,delivered,2024-06-30 19:06:24,2024-06-28 19:06:24
O006310,C01690,2024-03-18 23:21:52,delivered,2024-03-24 23:21:52,2024-03-27 23:21:52
O006311,C01730,2025-08-15 04:37:10,delivered,2025-08-21 04:37:10,2025-08-26 04:37:10
O006312,C01487,2025-07-05 10:49:13,delivered,2025-07-14 10:49:13,2025-07-09 10:49:13
O006313,C01116,2024-06-28 11:11:27,delivered,2024-07-09 11:11:27,2024-07-06 11:11:27
O006314,C00558,2024-02-10 22:09:48,delivered,2024-02-20 22:09:48,2024-02-19 22:09:48
O006315,C02430,2025-04-18 21:32:05,delivered,2025-04-26 21:32:05,2025-04-27 21:32:05
O006316,C00389,2024-11-26 04:43:07,delivered,2024-12-06 04:43:07,2024-12-01 04:43:07
O006317,C00711,2024-12-22 22:00:58,delivered,2024-12-30 22:00:58,2025-01-04 22:00:58
O006318,C01749,2024-12-14 01:30:31,delivered,2024-12-16 01:30:31,2024-12-19 01:30:31
O006319,C01762,2026-03-20 06:06:04,delivered,2026-03-27 06:06:04,2026-03-29 06:06:04
O006320,C02382,2026-04-29 11:52:29,delivered,2026-05-04 11:52:29,2026-05-06 11:52:29
O006321,C00202,2026-06-04 16:15:05,delivered,2026-06-06 16:15:05,2026-06-09 16:15:05
O006322,C00711,2025-07-21 00:55:31,delivered,2025-07-29 00:55:31,2025-08-01 00:55:31
O006323,C01122,2026-02-13 15:18:55,delivered,2026-02-19 15:18:55,2026-02-17 15:18:55
O006324,C01538,2024-08-23 00:25:58,delivered,2024-08-29 00:25:58,2024-08-26 00:25:58
O006325,C02296,2024-09-14 05:41:32,delivered,2024-09-18 05:41:32,2024-09-28 05:41:32
O006326,C01055,2025-06-06 03:22:49,delivered,2025-06-16 03:22:49,2025-06-12 03:22:49
